k,coef,se,period,n_cells,n_clusters,subset
1,-0.010692600279802462,0.014886778804086615,2023Q1,2772.0,31.0,country_ARG
2,-0.023466593798477882,0.01203920713844251,2023Q2,2772.0,31.0,country_ARG
3,-0.014955070785149252,0.013095864622886378,2023Q3,2772.0,31.0,country_ARG
4,-0.022420477268308425,0.00830888331149741,2023Q4,2772.0,31.0,country_ARG
5,-0.020575144321671096,0.01095191607143041,2024Q1,2772.0,31.0,country_ARG
6,-0.0016023732281673538,0.013481231956217393,2024Q2,2772.0,31.0,country_ARG
7,-0.017282971813797884,0.008558965067526111,2024Q3,2772.0,31.0,country_ARG
8,-0.032095922475257055,0.015644827009258854,2024Q4,2772.0,31.0,country_ARG
9,-0.03211571590034888,0.013852297069859503,2025Q1,2772.0,31.0,country_ARG
10,-0.023764601560801304,0.008737272404262428,2025Q2,2772.0,31.0,country_ARG
11,-0.02673683921983526,0.008090280341571915,2025Q3,2772.0,31.0,country_ARG
12,-0.015473690758979034,0.013934012216130139,2025Q4,2772.0,31.0,country_ARG
13,-0.01351712621960733,0.017097959845398226,2026Q1,2772.0,31.0,country_ARG
-7,-0.021384383045778554,0.014024255934601632,2021Q1,14960.0,111.0,country_BRA
-6,0.005314655867639393,0.013751203904242662,2021Q2,14960.0,111.0,country_BRA
-5,0.006054693046038284,0.009832372316511281,2021Q3,14960.0,111.0,country_BRA
-4,0.0069979592620452525,0.013907875848418419,2021Q4,14960.0,111.0,country_BRA
-3,0.005658418292605284,0.008754596160061854,2022Q1,14960.0,111.0,country_BRA
-2,0.00553994956675088,0.010744528225025191,2022Q2,14960.0,111.0,country_BRA
-1,0.00415637820362224,0.006088136132520596,2022Q3,14960.0,111.0,country_BRA
0,0.0,0.0,2022Q4,,,country_BRA
1,0.0023986545581684946,0.005087403892649348,2023Q1,14960.0,111.0,country_BRA
2,-0.00026039757638741793,0.006830540845212865,2023Q2,14960.0,111.0,country_BRA
3,-0.011829305340071568,0.007776578694110225,2023Q3,14960.0,111.0,country_BRA
4,-0.011407582678446864,0.008799996483294666,2023Q4,14960.0,111.0,country_BRA
5,-0.008594158120155272,0.008154639106059488,2024Q1,14960.0,111.0,country_BRA
6,-0.007992935469009317,0.010458935622922863,2024Q2,14960.0,111.0,country_BRA
7,-0.01119683349526774,0.009090744683085905,2024Q3,14960.0,111.0,country_BRA
8,-0.015413156481163088,0.009795364552670306,2024Q4,14960.0,111.0,country_BRA
9,-0.010834940693031906,0.010138274026513773,2025Q1,14960.0,111.0,country_BRA
10,-0.010414556237721041,0.0109602140099706,2025Q2,14960.0,111.0,country_BRA
11,-0.0068393098671213565,0.011050717916654376,2025Q3,14960.0,111.0,country_BRA
12,-0.006125217030712544,0.008499948902762846,2025Q4,14960.0,111.0,country_BRA
13,-0.0005864275449663768,0.009478457366940893,2026Q1,14960.0,111.0,country_BRA
14,-0.006472640408002762,0.00955793854843187,2026Q2,14960.0,111.0,country_BRA
-3,-0.02585725592543064,0.009503788312324164,2022Q1,8892.0,101.0,country_COL
-2,-0.018026926314214094,0.009120491994866873,2022Q2,8892.0,101.0,country_COL
-1,-0.025442914641157745,0.007256540070855952,2022Q3,8892.0,101.0,country_COL
0,0.0,0.0,2022Q4,,,country_COL
1,-0.018376969303809138,0.0071667625006239764,2023Q1,8892.0,101.0,country_COL
2,-0.011432613591745121,0.008183123496713737,2023Q2,8892.0,101.0,country_COL
3,-0.028429970068687683,0.012087361079375856,2023Q3,8892.0,101.0,country_COL
4,-0.00852725180667561,0.008825324867552584,2023Q4,8892.0,101.0,country_COL
5,-0.03282752500203791,0.00691572024334809,2024Q1,8892.0,101.0,country_COL
6,-0.028040770903054783,0.014220721183137277,2024Q2,8892.0,101.0,country_COL
7,-0.010209705579931215,0.01160978845470871,2024Q3,8892.0,101.0,country_COL
8,-0.024671809958588115,0.015310745416951172,2024Q4,8892.0,101.0,country_COL
9,-0.042334883487583234,0.010923690056128513,2025Q1,8892.0,101.0,country_COL
10,-0.027331199293968548,0.010858881729966149,2025Q2,8892.0,101.0,country_COL
11,-0.045895407163158604,0.0086505329094891,2025Q3,8892.0,101.0,country_COL
12,-0.023557922248174674,0.010182410573980338,2025Q4,8892.0,101.0,country_COL
13,-0.033089468333144086,0.013421999198489621,2026Q1,8892.0,101.0,country_COL
14,-0.03357605593362915,0.017003520139640703,2026Q2,8892.0,101.0,country_COL
-5,-0.019602678270163373,0.013988096926109413,2021Q3,5415.0,82.0,country_ECU
-4,-0.027440299102848724,0.01428117504752575,2021Q4,5415.0,82.0,country_ECU
-3,-0.014291923928594952,0.012748473180682002,2022Q1,5415.0,82.0,country_ECU
-2,-0.003600008340941121,0.014991202114583827,2022Q2,5415.0,82.0,country_ECU
-1,-0.017527358124387726,0.019451031915163643,2022Q3,5415.0,82.0,country_ECU
0,0.0,0.0,2022Q4,,,country_ECU
1,0.01342103209790885,0.01599678666730186,2023Q1,5415.0,82.0,country_ECU
2,-0.007930745709307168,0.012214652300402553,2023Q2,5415.0,82.0,country_ECU
3,-0.0023514665626349733,0.020235668628869,2023Q3,5415.0,82.0,country_ECU
4,-0.014966576510638707,0.020879546764872078,2023Q4,5415.0,82.0,country_ECU
5,0.0047270302281762,0.016346377428971114,2024Q1,5415.0,82.0,country_ECU
6,-0.009560409099494953,0.0180311203674034,2024Q2,5415.0,82.0,country_ECU
7,-0.005813306351209007,0.010351276303128269,2024Q3,5415.0,82.0,country_ECU
8,-0.017733806491483862,0.011499862974263428,2024Q4,5415.0,82.0,country_ECU
9,-0.0005912909161656099,0.013926265547679388,2025Q1,5415.0,82.0,country_ECU
10,0.002717323584755245,0.017528898893678868,2025Q2,5415.0,82.0,country_ECU
11,-0.011121396144676356,0.011674323720882352,2025Q3,5415.0,82.0,country_ECU
12,-0.017318930346994162,0.01961157043555828,2025Q4,5415.0,82.0,country_ECU
13,0.02214242062666526,0.03202801061762477,2026Q1,5415.0,82.0,country_ECU
-7,-0.021211572647625677,0.007277861481379198,2021Q1,1932.0,39.0,country_MEX
-3,0.0011614341539284566,0.0029065333475872127,2022Q1,1932.0,39.0,country_MEX
0,0.0,0.0,2022Q4,,,country_MEX
1,0.002585851515441977,0.005697082547145417,2023Q1,1932.0,39.0,country_MEX
5,0.003000336654559043,0.006958974009225745,2024Q1,1932.0,39.0,country_MEX
9,0.009492421018073894,0.0034285779767849185,2025Q1,1932.0,39.0,country_MEX
13,0.004971529305622301,0.004295485031131013,2026Q1,1932.0,39.0,country_MEX
-3,-0.0015291988499328312,0.01913006969955297,2022Q1,1836.0,46.0,country_ZAF
-2,-0.008530266358200651,0.013219081680965956,2022Q2,1836.0,46.0,country_ZAF
-1,0.011626732967502329,0.01241125069433684,2022Q3,1836.0,46.0,country_ZAF
0,0.0,0.0,2022Q4,,,country_ZAF
1,0.012662493904197636,0.011090684534483485,2023Q1,1836.0,46.0,country_ZAF
2,0.03826132822018149,0.014937750496329876,2023Q2,1836.0,46.0,country_ZAF
3,-0.004812174469855769,0.013813287385446228,2023Q3,1836.0,46.0,country_ZAF
4,0.023031930387241252,0.022768107080730886,2023Q4,1836.0,46.0,country_ZAF
5,0.009542992254455429,0.014448747726563654,2024Q1,1836.0,46.0,country_ZAF
6,0.014542784248719388,0.013443223982885185,2024Q2,1836.0,46.0,country_ZAF
7,0.025502211366481137,0.015320831444592517,2024Q3,1836.0,46.0,country_ZAF
8,-0.0012679632607537114,0.018301653247900944,2024Q4,1836.0,46.0,country_ZAF
9,0.042230227731540546,0.01911718407905445,2025Q1,1836.0,46.0,country_ZAF
10,0.026106130837978327,0.013711587298971591,2025Q2,1836.0,46.0,country_ZAF
11,0.016211560568294668,0.014294784917494207,2025Q3,1836.0,46.0,country_ZAF
12,-0.02634740330442076,0.018023664616718747,2025Q4,1836.0,46.0,country_ZAF
13,0.03263835942837893,0.0183794630196271,2026Q1,1836.0,46.0,country_ZAF
14,8.353308347561466e-06,0.020524470397506135,2026Q2,1836.0,46.0,country_ZAF
